politician,BioGuideID,disclosure_date,TransactionDate,ticker,action,Range,chamber,amount,party,last_modified,TickerType,Description,ExcessReturn,PriceChange,SPYChange
Gilbert Cisneros,C001123,2025-12-15,2025-11-13,NOVT,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,10.2635468350124,10.1599852887091,-0.103561546303336
Gilbert Cisneros,C001123,2025-12-15,2025-11-13,MTSI,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,3.84493235498183,3.7413708086785,-0.103561546303336
Gilbert Cisneros,C001123,2025-12-15,2025-11-13,INTA,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,8.61822569010656,8.51466414380322,-0.103561546303336
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,LULU,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,23.3628192141565,21.6325336454067,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,OXY,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,-1.37011986888434,-3.10040543763415,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,O,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,3.18821636095075,1.45793079220095,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,VTR,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,4.33106580282002,2.60078023407022,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,DOX,SELL,"$15,001 - $50,000",Representatives,15001.0,D,2025-12-16,ST,,4.7680311737136,3.0377456049638,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,SBAC,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,-3.56654525999592,-5.29683082874573,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,CP,BUY,"$15,001 - $50,000",Representatives,15001.0,D,2025-12-16,ST,,3.23518685274813,1.50490128399833,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,BYDDF,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,-4.32984840850521,-6.06013397725501,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,TRGP,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,8.64199854799707,6.91171297924727,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,JKHY,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,14.2444926633242,12.5142070945744,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,HAL,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,4.73808356355113,3.00779799480133,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,DD,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,1.26448512746518,-0.465800441284623,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,CAG,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,5.075152927458,3.3448673587082,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,CLX,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,-1.30696371491783,-3.03724928366763,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,BMY,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,10.8378650308525,9.10757946210269,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,VCYT,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,1.517519611303,-0.2127659574468,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,SMCI,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,-19.5569737295884,-21.2872592983382,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,CI,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,2.92388521399571,1.19359964524591,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,MOH,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,16.8121830373735,15.0818974686237,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,HUM,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,9.96381850288153,8.23353293413173,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,KMB,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,0.596977846890402,-1.1333077218594,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,KVUE,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,5.38955371512052,3.65926814637072,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,FISV,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,7.86573135936801,6.13544579061821,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,MSFT,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,-5.12106631136132,-6.85135188011112,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,CMCSA,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,10.443085855591,8.71280028684116,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,CBOE,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,-1.57391559653692,-3.30420116528672,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,IBM,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,-1.97153676917642,-3.70182233792622,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,UNH,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,-0.461066994218407,-2.19135256296821,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-12,BA,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,7.26992751248382,5.53964194373402,-1.7302855687498
Gilbert Cisneros,C001123,2025-12-15,2025-11-11,WBI,BUY,"$100,001 - $250,000",Representatives,100001.0,D,2025-12-16,ST,,-21.1434805120875,-22.8252501924557,-1.6817696803682
Gilbert Cisneros,C001123,2025-12-15,2025-11-10,RSNHF,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,TICKER 8308JP,-4.46797765087599,-5.92375366568915,-1.45577601481316
Gilbert Cisneros,C001123,2025-12-15,2025-11-07,SAP,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,-4.25777127215964,-4.18320368312431,0.0745675890353282
Gilbert Cisneros,C001123,2025-12-15,2025-11-07,PLTR,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,-0.434259602748595,-0.359692013713266,0.0745675890353282
Gilbert Cisneros,C001123,2025-12-15,2025-11-07,NOW,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,-9.29637598241251,-9.22180839337718,0.0745675890353282
Gilbert Cisneros,C001123,2025-12-15,2025-11-07,KKR,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,8.85223755438703,8.92680514342236,0.0745675890353282
Gilbert Cisneros,C001123,2025-12-15,2025-11-07,RBLX,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,-19.6646087721128,-19.5900411830775,0.0745675890353282
Gilbert Cisneros,C001123,2025-12-15,2025-11-06,UFPI,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,0.967309882865329,1.14743450963412,0.180124626768794
Gilbert Cisneros,C001123,2025-12-15,2025-11-06,ITT,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,-7.43962341415764,-7.25949878738884,0.180124626768794
Gilbert Cisneros,C001123,2025-12-15,2025-11-06,SPXC,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,-4.91292800865547,-4.73280338188668,0.180124626768794
Gilbert Cisneros,C001123,2025-12-15,2025-11-06,CSW,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,24.4018218784243,24.5819465051931,0.180124626768794
Gilbert Cisneros,C001123,2025-12-15,2025-11-06,PRIM,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,,-3.04787624629794,-2.86775161952915,0.180124626768794
Gilbert Cisneros,C001123,2025-12-15,2025-11-03,Q,EXCHANGE,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-16,ST,RECEIVED SHARES FOLLOWING SPINOFF FROM DUPONT DE NEMOURS INC. (DD).,-19.6433370707551,-21.3814432989691,-1.73810622821398
Julie Johnson,J000310,2025-12-11,2025-11-13,RTX,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,1.26485406700025,2.70177052195906,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,NSC,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,3.30684963681279,4.74376609177161,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,APD,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-9.05201739401519,-7.61510093905637,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,BK,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,3.9575359946089,5.39445244956772,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,CMS,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-6.96917670113764,-5.53226024617882,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,AJG,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-1.95501080266634,-0.518094347707524,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,MCD,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,1.53466817343056,2.97158462838938,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,LLY,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-0.983290872040168,0.453625582918649,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,MMM,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-2.44500460406209,-1.00808814910327,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,WMT,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,12.3723287176567,13.8092451726156,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,PEP,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,2.44530668667682,3.88222314163563,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,BMY,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,6.33606318723734,7.77297964219616,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,CARR,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-5.461572002457,-4.02465554749819,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,EOG,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-2.56287764133742,-1.12596118637861,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,DE,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,0.969031877353552,2.40594833231237,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,COP,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,5.40719000891951,6.84410646387833,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,CME,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-4.96022886237929,-3.52331240742047,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,GD,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-3.34646711472746,-1.90955065976864,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,MRK,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,6.49378407231977,7.93070052727859,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,WFC,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,8.07902215188888,9.5159386068477,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,UNH,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,1.36592247202302,2.80283892698183,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,PG,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-4.89731115622943,-3.46039470127062,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,CMCSA,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-4.08260826761523,-2.64569181265641,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,NEE,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-4.22296241281093,-2.78604595785211,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,PGR,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,3.80619356072569,5.24311001568451,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,TJX,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,5.21608900952204,6.65300546448086,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,STX,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,8.11518592164081,9.55210237659963,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,ADI,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,16.1566506734039,17.5935671283627,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,ABBV,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-5.29846882484129,-3.86155236988247,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,TXN,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,9.15915085688239,10.5960673118412,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,CI,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-0.0304415020258917,1.40647495293293,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,BX,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,6.91254244276927,8.34945889772809,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,UNP,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,6.90243698553242,8.33935344049124,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,RSG,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,2.26660747475674,3.70352392971556,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,ETN,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-7.67579577260786,-6.23887931764905,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,NXPI,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,11.9514147248444,13.3883311798032,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,COF,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,8.28171823138804,9.71863468634686,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,SCHW,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-0.0841479985829718,1.35276845637585,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,FIS,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-0.154091221031872,1.28282523392695,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,DOV,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,7.98771397862914,9.42463043358796,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,MDLZ,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-6.57997420465164,-5.14305774969282,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,IBM,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-0.000191400835614752,1.4367250541232,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,HD,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-3.72452479032981,-2.28760833537099,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,GOOG,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,9.81272527619623,11.2496417311551,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,BAC,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,2.85663376255585,4.29355021751466,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,CVX,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-5.02992326817389,-3.59300681321507,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,VZ,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-1.97206605359662,-0.535149598637798,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,XEL,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-7.66351989893186,-6.22660344397304,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,ABT,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-4.37672768813226,-2.93981123317345,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,AXP,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,3.45163123785504,4.88854769281386,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,GS,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,8.8002033464068,10.2371198013656,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,DHR,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,0.882251718639747,2.31916817359856,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,MSFT,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-6.35654529717703,-4.91962884221821,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,JNJ,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,6.92671990867755,8.36363636363637,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,MS,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,6.29208541690881,7.72900187186763,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,MDT,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,2.44284223029186,3.87975868525068,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,PM,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-2.40372277142675,-0.966806316467934,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-13,PKG,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,1.56675022845069,3.00366668340951,1.43691645495882
Julie Johnson,J000310,2025-12-11,2025-11-03,ADBE,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,5.84111131201609,5.61827718019379,-0.222834131822302
Julie Johnson,J000310,2025-12-11,2025-11-03,MDLZ,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,-4.3844032909491,-4.6072374227714,-0.222834131822302
Julie Johnson,J000310,2025-12-11,2025-11-03,IP,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,4.58243337363113,4.35959924180883,-0.222834131822302
Julie Johnson,J000310,2025-12-11,2025-11-03,VRSK,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,1.03063357471923,0.807799442896927,-0.222834131822302
Julie Johnson,J000310,2025-12-11,2025-11-03,DGX,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-12,ST,,2.30290570417748,2.08007157235518,-0.222834131822302
Cleo Fields,F000110,2025-12-10,2025-11-20,NFLX,BUY,"$100,001 - $250,000",Representatives,100001.0,D,2025-12-10,ST,,-14.4029672322939,-9.91766821235924,4.48529901993466
Cleo Fields,F000110,2025-12-10,2025-11-20,NFLX,BUY,"$100,001 - $250,000",Representatives,100001.0,D,2025-12-10,ST,,-14.4029672322939,-9.91766821235924,4.48529901993466
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,V,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,1.64710256590486,2.29090695212327,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,CSCO,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,7.26188216024484,7.90568654646325,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,PEP,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,4.80908655596274,5.45289094218115,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,JNJ,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,13.1088837858246,13.752688172043,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,MSFT,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,-6.288965676541,-5.64516129032259,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,ICE,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,10.9833073024486,11.627111688667,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,MCD,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,2.97120526471234,3.61500965093075,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,AAPL,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,2.36944800143243,3.01325238765084,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,O,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,2.20722911342521,2.85103349964362,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,NEE,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,-1.24034687465278,-0.596542488434374,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,LHX,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,-0.696050990189164,-0.0522466039707538,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,AWK,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,-0.200954878697595,0.442849507520816,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,ABT,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,0.0949140978027775,0.738718484021188,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,APD,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,1.64614341644197,2.28994780266038,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,COST,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,-6.05111752055634,-5.40731313433793,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,PG,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,-2.66726278528555,-2.02345839906714,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,ADI,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,17.7121278171714,18.3559322033898,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,EMR,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,2.51965352242636,3.16345790864477,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,WMT,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,14.3655579868968,15.0093623731152,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,ITW,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,4.64469638910191,5.28850077532032,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,ADP,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,1.87189465450279,2.5156990407212,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,HD,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,-4.43954587990555,-3.79574149368714,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,MDT,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,9.83185933059575,10.4756637168142,0.64380438621841
Richard Dean Dr Mccormick,M001218,2025-12-09,2025-11-05,UNH,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-10,ST,,3.65838637475064,4.30219076096905,0.64380438621841
John Boozman,B001236,2025-12-08,2025-11-21,LLY,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,-6.49349690024758,-3.03765216570728,3.4558447345403
John Boozman,B001236,2025-12-08,2025-11-21,IWM,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,4.29033523150384,7.74617996604414,3.4558447345403
John Boozman,B001236,2025-12-08,2025-11-21,TPYP,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,-3.18565839913657,0.270186335403729,3.4558447345403
John Boozman,B001236,2025-12-08,2025-11-21,FTGC,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,-2.32419629998731,1.13164843455299,3.4558447345403
John Boozman,B001236,2025-12-08,2025-11-21,FISV,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,9.54547018985154,13.0013149243918,3.4558447345403
John Boozman,B001236,2025-12-08,2025-11-21,VNQI,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,-2.26181488379403,1.19402985074627,3.4558447345403
John Boozman,B001236,2025-12-08,2025-11-21,EIPI,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,-4.40536997192162,-0.949525237381316,3.4558447345403
John Boozman,B001236,2025-12-08,2025-11-21,VEA,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,1.07820244631965,4.53404718085995,3.4558447345403
John Boozman,B001236,2025-12-08,2025-11-21,IVV,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,0.000397338298978589,3.45624207283928,3.4558447345403
John Boozman,B001236,2025-12-08,2025-11-20,GEM,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,-2.34928134254697,2.13601767738769,4.48529901993466
